,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
7030,7030,MLS1408310023264114580,33,31,28,47,66,17,3,1,2,3,1,0,0,0,1,2,2,1,0,1,0,1,1,1,3,4,7,5,2,3,43,36,79,43,0
7031,7031,MLS1408310013304101591,76,44,30,28,24,11,4,1,0,2,10,0,0,0,1,2,2,1,1,0,0,0,1,1,4,4,8,4,2,2,42,39,82,38,5
7032,7032,MLS1408300112814119355,102,35,11,4,71,3,2,0,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0,1,5,3,3,4,6,14,40,42,84,20,5
7033,7033,MLS1408300103104115618,27,27,23,35,65,39,6,0,1,7,0,0,0,0,2,6,4,2,0,0,0,0,0,0,1,5,6,4,4,0,52,38,56,52,0
7034,7034,MLS1408300053114105954,25,22,21,44,73,33,9,2,0,0,0,0,0,0,1,5,4,2,2,0,0,0,0,0,0,0,8,8,0,5,31,41,92,32,0
7036,7036,MLS1408291220654117192,39,36,33,52,54,8,4,2,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,7,6,4,8,47,40,83,26,5
7038,7038,MLS1408291200204105465,36,36,28,42,63,22,1,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,1,2,7,2,13,0,0,0,45,49,84,15,0
7039,7039,MLS1407010010104101630,27,24,18,37,68,40,11,4,0,0,0,0,0,0,1,7,5,2,0,0,0,0,0,2,2,3,0,4,0,4,46,42,84,29,0
7040,7040,MLS1406301141544112599,29,31,28,34,46,25,21,14,1,0,0,0,0,0,1,7,6,3,0,0,0,0,0,2,8,1,8,0,8,0,45,17,69,53,5
7042,7042,MLS1406301130174113860,75,38,8,6,51,39,8,5,0,0,0,0,0,0,1,8,7,3,0,0,0,0,0,0,2,3,0,0,0,7,40,38,83,40,5
7043,7043,MLS1406301120194106797,38,33,30,50,62,15,2,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,2,6,4,0,5,5,11,0,45,31,67,44,0
7046,7046,MLS1406291030044119598,70,46,23,25,44,19,1,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,2,1,4,4,7,5,1,5,42,33,82,40,5
7047,7047,MLS1406281011664112088,43,30,28,46,49,26,5,2,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,3,2,7,3,4,7,46,34,69,50,5
7048,7048,MLS1406281001654105557,66,45,29,33,23,12,5,13,2,1,0,0,0,0,1,2,2,1,1,0,1,1,1,1,3,4,7,5,4,8,46,29,73,46,5
7049,7049,MLS1406280031814104995,87,58,26,20,17,3,14,4,1,0,0,0,0,0,1,4,3,2,0,0,0,0,2,1,4,3,10,5,4,1,44,28,93,29,5
7051,7051,MLS1406261013244119722,48,34,30,44,66,6,0,0,0,0,0,0,0,0,1,6,4,2,0,0,0,2,0,0,5,3,3,5,3,5,48,43,81,23,0
7052,7052,MLS1406261013244108880,130,42,3,0,4,47,0,2,1,0,0,0,0,0,1,7,4,2,0,0,0,2,0,0,5,5,4,2,3,8,46,40,72,30,5
7053,7053,MLS1406261003254116041,50,32,15,31,75,23,4,1,0,0,0,0,0,0,1,5,4,2,0,0,0,1,2,0,2,4,4,3,3,6,32,40,81,42,5
7054,7054,MLS1406261003244109045,33,33,30,43,60,23,4,1,0,0,0,0,0,0,1,5,3,2,0,0,0,2,2,0,4,1,5,4,2,7,39,46,85,27,5
7055,7055,MLS1406261003244104247,39,36,28,44,60,13,3,2,3,1,0,0,0,0,1,5,3,2,0,0,0,1,2,0,4,1,4,4,2,7,39,45,85,27,5
7056,7056,MLS1406261003234119141,37,32,28,42,62,22,4,1,0,0,0,0,0,0,1,5,3,2,0,0,0,0,0,0,4,0,6,5,5,5,51,46,78,23,0
7057,7057,MLS1406260152754112504,44,42,37,56,45,4,1,0,0,0,0,0,0,0,1,3,3,1,0,0,0,1,0,0,2,6,2,3,7,13,40,33,81,38,0
7059,7059,MLS1406260081814101311,31,31,27,49,67,17,3,1,1,2,0,0,0,0,1,2,2,1,1,0,0,1,1,2,2,4,7,5,4,5,40,30,58,68,0
7060,7060,MLS1406251171384102171,39,33,25,28,79,17,7,3,1,0,0,0,0,0,0,6,4,2,3,0,0,0,0,0,3,6,9,3,9,11,33,27,70,47,0
7062,7062,MLS1406250212104132606,28,24,19,31,59,43,19,2,2,4,0,0,0,0,1,2,2,1,1,0,1,1,1,1,3,3,7,4,2,1,42,37,81,44,0
7063,7063,MLS1406250181914106958,51,39,24,39,40,27,9,1,0,0,0,0,0,0,2,7,6,2,0,0,0,0,0,0,0,8,4,0,0,0,35,42,77,46,5
7065,7065,MLS1406241031594100818,76,43,23,40,34,12,1,1,0,0,0,0,0,0,1,2,2,1,1,0,1,0,1,1,3,3,7,5,5,9,41,28,70,56,5
7066,7066,MLS1406240202094130160,23,21,19,34,62,47,15,4,2,3,1,0,0,0,1,2,2,1,0,1,1,1,1,1,4,4,6,5,3,1,42,38,81,43,0
7067,7067,MLS1406240182014117170,26,24,21,41,70,38,7,1,0,0,0,0,0,0,1,4,3,2,0,0,0,0,1,2,5,4,9,4,3,0,44,34,56,62,0
7068,7068,MLS1406240162014108761,40,36,31,45,55,10,5,4,1,3,1,0,0,0,1,2,2,1,0,0,0,0,0,1,3,3,6,5,3,4,38,31,71,61,0
7070,7070,MLS1406231131444104829,65,44,21,15,46,28,8,2,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,1,8,4,5,7,40,38,75,39,5
7071,7071,MLS1406231121464103499,30,25,26,47,69,22,8,1,1,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,2,1,5,7,4,13,39,40,81,29,0
7072,7072,MLS1406230141894101033,28,27,25,39,66,21,13,8,3,0,0,0,0,0,1,4,4,2,0,2,0,0,0,0,2,0,7,6,2,0,37,43,77,46,2
7074,7074,MLS1406230073104108395,51,41,26,36,53,20,3,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,0,0,0,6,8,3,0,2,45,38,85,34,0
7075,7075,MLS1406230053154102200,74,45,25,27,47,8,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,2,1,5,7,4,1,5,43,35,82,41,5
7076,7076,MLS1406221082964105494,39,25,16,35,73,32,8,2,0,0,0,0,0,0,1,9,7,4,0,0,0,0,3,4,0,0,0,5,0,7,40,34,64,53,5
7078,7078,MLS1406210002094119070,102,49,17,19,33,8,1,0,0,0,0,0,0,0,1,5,4,2,0,0,0,0,1,2,1,8,7,4,0,4,53,36,84,20,5
7079,7079,MLS1406210002094104667,90,60,28,14,12,0,20,4,1,0,0,0,0,0,1,5,4,2,0,0,0,0,1,1,1,7,8,4,0,5,51,39,82,22,5
7080,7080,MLS1406210002064103849,30,26,25,43,76,24,3,1,0,0,0,0,0,0,1,5,4,3,0,0,0,0,0,0,4,0,9,5,0,2,47,36,79,34,0
7081,7081,MLS1406191092224123791,57,25,33,16,27,15,38,10,6,2,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,3,0,10,11,56,37,72,24,5
7082,7082,MLS1406171051514108284,26,25,24,44,74,28,7,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,2,2,7,4,4,8,43,37,80,40,0
7083,7083,MLS1406171012264117725,27,28,27,48,76,20,2,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,5,0,5,4,0,7,39,44,74,40,0
7085,7085,MLS1406170121944112409,50,36,32,44,54,11,2,1,0,0,0,0,0,0,1,2,2,1,0,1,0,1,1,1,2,4,7,4,3,4,44,38,83,38,0
7087,7087,MLS1406170101964112162,45,40,32,43,49,11,4,3,2,1,0,0,0,0,1,3,3,1,0,0,0,0,0,1,3,3,8,6,2,0,41,37,88,36,0
7089,7089,MLS1406050121924118309,78,49,26,28,19,4,4,7,3,12,1,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,7,5,4,5,43,39,81,36,5
7090,7090,MLS1406050111924101213,22,21,21,39,74,37,12,3,1,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,3,3,7,4,3,5,46,37,80,38,0
7091,7091,MLS1406040091884108012,23,22,22,37,67,42,14,3,1,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,4,7,5,3,3,39,34,80,49,0
7093,7093,MLS1406040081854114787,73,50,29,26,28,16,5,1,1,0,0,0,0,0,1,2,2,1,0,0,0,1,0,1,3,4,9,5,4,3,42,30,75,50,5
7095,7095,MLS1406030162814102102,35,29,23,41,63,22,4,1,2,6,2,0,0,0,1,3,2,1,0,0,0,0,1,2,4,3,5,2,6,10,49,39,73,34,0
7096,7096,MLS1406020142854120971,36,31,27,47,64,18,2,0,0,4,1,0,0,0,1,3,2,2,0,0,0,0,0,0,3,5,5,2,4,7,46,40,75,37,0
7097,7097,MLS1406020142844105852,35,28,28,46,64,20,4,1,2,2,0,0,0,0,1,3,2,1,0,0,0,0,1,1,3,5,5,2,3,6,44,38,73,44,0
7098,7098,MLS1406020132864114206,52,36,29,40,57,13,1,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,3,3,7,2,4,9,45,36,84,28,0
7099,7099,MLS1406020122884121586,31,33,29,50,67,15,4,0,0,0,0,0,0,0,2,6,4,3,0,0,0,0,0,0,2,0,6,0,8,6,43,33,72,47,7
7100,7100,MLS1406020122884112619,49,40,29,29,50,27,3,0,0,0,0,0,0,0,2,6,4,3,0,0,0,0,0,0,2,0,6,0,8,6,43,33,72,47,5
7101,7101,MLS1406020122124117144,25,23,24,41,73,31,10,2,0,0,0,0,0,0,1,6,5,2,0,2,0,0,0,0,3,0,7,0,3,0,37,31,84,51,0
7102,7102,MLS1406020122104108678,54,36,19,32,67,16,4,1,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,4,5,6,3,4,4,47,40,75,34,5
7103,7103,MLS1406020112134109211,36,28,17,39,65,35,8,1,0,0,0,0,0,0,0,6,4,2,2,0,0,0,0,0,8,0,6,2,6,0,52,50,78,14,5
7105,7105,MLS1405311252234132316,33,27,33,48,69,15,2,0,0,0,0,0,0,0,1,10,7,3,0,0,0,0,0,0,0,0,6,0,0,35,23,12,80,52,0
7106,7106,MLS1405311252224108482,32,25,23,54,77,17,0,0,0,0,0,0,0,0,1,13,8,4,0,0,0,0,0,0,0,0,3,0,0,23,27,18,69,65,5
7107,7107,MLS1405310021634111238,20,25,24,38,70,35,15,2,0,0,0,0,0,0,1,8,6,6,0,0,0,0,0,0,0,5,7,5,5,0,43,31,96,19,0
7108,7108,MLS1405310021634101514,26,29,22,46,74,24,7,2,0,0,0,0,0,0,1,6,5,5,0,0,0,0,0,0,1,4,10,3,3,0,54,47,80,12,0
7109,7109,MLS1405310011644110482,43,31,27,44,53,15,11,4,1,0,0,0,0,0,1,5,4,2,0,0,0,0,0,2,2,3,8,5,3,2,51,41,75,27,5
7111,7111,MLS1405300181904102235,27,22,21,48,71,27,11,3,0,0,0,0,0,0,2,7,7,3,0,0,0,0,0,0,0,5,5,0,0,0,42,47,79,33,0
7112,7112,MLS1405280162144229711,30,25,29,43,67,21,10,4,1,0,0,0,0,0,1,4,3,1,1,0,0,0,2,1,6,3,4,6,1,0,47,33,78,40,5
7114,7114,MLS1405271071534207590,34,32,30,49,62,17,4,1,1,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,3,3,8,5,3,4,43,34,72,50,0
7115,7115,MLS1405271051554217151,41,39,34,52,55,7,1,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,1,3,2,7,5,3,6,45,38,80,37,0
7116,7116,MLS1405270172034113807,88,44,30,38,14,10,3,1,0,2,2,0,0,0,1,2,2,1,0,0,0,1,0,1,3,2,6,6,5,3,43,39,83,35,5
7117,7117,MLS1405270162064115064,25,25,24,44,73,28,8,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,7,4,4,4,43,34,76,47,0
7118,7118,MLS1405270162054118110,32,29,28,43,72,21,4,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,3,3,7,5,3,2,45,36,77,44,0
7119,7119,MLS1405270152834105463,72,39,22,19,46,14,2,1,0,3,13,0,0,0,1,3,2,1,0,0,0,0,1,2,3,3,5,2,5,10,48,42,80,26,2
7120,7120,MLS1405270152824123265,86,57,28,19,16,15,5,1,3,0,0,0,0,0,1,3,2,1,0,0,0,0,1,2,2,4,4,2,4,9,45,39,81,33,5
7121,7121,MLS1405270081814112340,36,32,30,50,59,15,4,2,2,1,0,0,0,0,1,2,2,1,1,0,0,1,1,2,2,4,9,6,4,4,40,31,65,57,5
7123,7123,MLS1405251081604112785,43,41,36,54,48,7,0,0,0,0,0,0,0,0,1,5,4,2,2,0,0,0,2,0,0,6,8,6,6,6,61,44,71,9,0
7124,7124,MLS1405251081564116040,29,26,23,38,72,26,9,5,3,1,0,0,0,0,1,4,3,2,0,0,0,0,2,1,1,6,8,4,3,2,36,33,96,32,5
7126,7126,MLS1405231042114102751,41,34,22,39,72,17,3,0,0,0,0,0,0,0,1,9,7,4,0,0,0,0,0,0,0,7,9,9,0,14,53,13,70,35,5
7127,7127,MLS1405220031784104378,33,31,26,38,48,32,14,5,3,1,0,0,0,0,1,2,2,1,0,0,0,1,1,1,2,2,6,5,3,5,46,38,83,34,2
7128,7128,MLS1405220001784115102,105,59,20,9,34,1,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,1,0,0,1,8,8,0,2,43,30,88,35,5
7130,7130,MLS1405220001734111300,26,23,26,40,76,30,7,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,2,3,6,4,3,8,41,40,80,38,0
7131,7131,MLS1405211022124123104,25,26,21,39,81,31,4,0,0,0,0,0,0,0,2,6,6,5,0,0,0,0,0,0,0,10,10,0,0,0,36,48,74,32,0
7132,7132,MLS1405211022124115761,23,17,25,35,80,35,11,2,0,0,0,0,0,0,1,7,5,4,0,0,0,0,0,0,2,6,14,2,0,0,35,49,82,23,0
7133,7133,MLS1405211012154104901,29,27,21,37,65,21,8,1,0,9,12,0,0,0,1,8,5,3,0,0,0,0,0,0,0,5,4,0,3,9,58,23,80,31,0
7134,7134,MLS1405211012104122014,56,41,24,24,55,17,2,1,0,2,8,0,0,0,1,7,5,2,0,1,0,0,0,0,0,4,11,2,5,6,54,43,76,14,0
7136,7136,MLS1405211011884115205,22,23,20,44,71,36,11,2,0,0,0,0,0,0,2,5,5,2,0,0,0,0,0,0,0,1,14,4,2,0,47,33,88,29,0
7137,7137,MLS1405211002214125574,37,32,37,53,61,8,0,0,0,0,0,0,0,0,2,7,6,2,0,0,0,0,0,0,4,2,7,8,0,16,23,39,80,35,0
7139,7139,MLS1405211001894102419,39,30,22,27,66,35,8,2,0,0,0,0,0,0,2,6,6,2,0,0,0,0,0,0,3,6,5,3,0,0,46,35,95,20,0
7140,7140,MLS1405191002144109569,32,25,25,45,76,20,4,1,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,10,8,0,0,6,49,36,79,28,0
7141,7141,MLS1405191002124102270,41,24,18,21,61,53,9,2,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,6,9,0,3,2,45,52,78,22,0
7142,7142,MLS1405190121844112180,21,20,18,30,33,10,3,3,8,78,6,0,0,0,2,4,4,5,2,0,0,0,0,0,3,6,0,2,0,0,38,42,80,43,2
7143,7143,MLS1405180031774103676,16,15,15,29,65,44,26,12,5,2,0,0,0,0,1,2,2,1,0,0,1,0,0,1,2,3,6,6,3,5,46,39,85,31,2
7147,7147,MLS1405111092314111650,42,34,38,51,59,3,0,0,0,0,0,0,0,0,2,12,9,4,0,0,0,0,0,0,0,10,0,0,10,29,39,29,48,39,0
7149,7149,MLS1405060141964119734,30,28,27,48,68,19,5,1,1,3,1,0,0,0,1,2,2,1,0,0,0,1,1,2,4,4,7,4,3,3,43,33,76,49,0
7150,7150,MLS1405060011694117096,42,37,32,49,62,5,1,0,0,0,0,0,0,0,1,2,2,1,1,1,0,1,1,1,3,4,7,5,3,3,45,39,84,33,0
7151,7151,MLS1405051081374104720,29,30,26,46,69,22,5,1,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,2,4,8,4,2,4,48,41,85,25,5
7152,7152,MLS1405051081364112046,40,38,37,57,53,3,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,2,4,6,5,1,5,45,35,84,35,0
7153,7153,MLS1405051071374111758,35,29,25,46,57,18,7,5,7,2,0,0,0,0,0,8,7,3,0,0,0,0,0,0,0,9,2,3,4,5,44,40,94,13,5
7154,7154,MLS1405051021664114601,65,49,31,34,43,5,1,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,1,1,1,4,8,4,4,3,40,30,73,56,5
7155,7155,MLS1405051021644102854,29,28,26,47,70,24,5,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,7,5,4,5,42,37,78,42,0
7157,7157,MLS1405051011644103063,22,21,20,36,70,36,16,6,2,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,7,5,4,6,48,40,79,30,0
7158,7158,MLS1405051011634105947,38,75,0,113,0,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7161,7161,MLS1405050131884107289,42,33,24,34,66,18,7,2,3,1,0,0,0,0,1,4,3,2,0,0,0,0,0,1,4,5,4,4,2,0,45,34,77,45,5
7163,7163,MLS1405050091804101429,26,26,26,43,73,29,5,1,0,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,3,2,6,3,4,2,45,41,84,34,0
7164,7164,MLS1405041111384100884,28,26,25,44,74,27,4,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,5,5,4,12,49,40,74,33,0
7165,7165,MLS1405041071444109967,28,25,24,41,66,28,10,5,2,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,3,2,6,5,1,4,46,39,81,36,5
7166,7166,MLS1405041051494101574,69,43,30,32,40,12,2,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,3,1,10,5,6,7,35,36,80,43,5
7167,7167,MLS1405041051484103911,27,27,25,45,70,27,7,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,7,3,4,5,43,37,83,40,0
7168,7168,MLS1405041051454102762,51,42,30,42,59,5,0,0,0,0,0,0,0,0,2,4,4,2,0,0,1,0,0,0,0,4,4,6,3,5,39,33,88,38,2
7169,7169,MLS1405041051434102185,22,19,17,36,73,43,15,5,0,0,0,0,0,0,1,7,5,2,0,0,0,0,0,0,6,3,12,3,3,3,48,39,80,20,0
7171,7171,MLS1405040111954114217,45,38,28,34,60,18,4,2,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,1,3,3,8,4,3,1,49,42,85,27,5
7172,7172,MLS1405040002054100854,34,21,18,26,59,31,9,0,0,27,5,0,0,0,1,6,5,2,0,0,0,0,0,0,3,2,5,5,0,3,51,39,82,27,2
7174,7174,MLS1405031141344102145,38,30,20,35,49,37,10,3,3,4,1,0,0,0,1,3,2,1,0,0,0,0,1,1,2,4,5,4,4,7,42,39,83,35,5
7175,7175,MLS1405030132094121451,115,58,25,7,1,0,1,22,1,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,4,4,8,4,4,6,49,42,70,30,5
7176,7176,MLS1405030132084103133,50,47,40,55,35,1,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,1,5,4,9,4,4,3,44,41,80,29,0
7177,7177,MLS1405030132054110458,41,35,32,56,56,7,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,4,2,8,5,3,3,47,43,81,29,0
7178,7178,MLS1405030122124108453,68,40,19,30,40,21,9,1,0,0,0,0,0,0,1,7,5,2,0,1,0,0,0,0,4,0,5,0,4,0,41,37,86,39,3
7179,7179,MLS1405030021824100843,51,32,28,60,51,6,1,0,0,0,0,0,0,0,1,4,3,2,0,0,0,3,0,1,2,2,8,0,2,4,40,35,87,40,0
7180,7180,MLS1405021101464109123,45,37,28,46,48,15,5,5,1,1,0,0,0,0,1,3,3,1,1,0,0,0,0,1,3,1,3,4,6,13,39,36,78,41,3
7181,7181,MLS1405021081504102738,33,30,26,38,63,31,7,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,2,2,8,4,5,8,41,33,79,41,0
7182,7182,MLS1405021081434213744,30,26,21,42,74,27,7,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,5,5,4,4,7,41,36,74,47,0
7183,7183,MLS1405020121984101543,56,39,30,36,49,16,3,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,4,6,6,3,4,48,35,82,34,5
7184,7184,MLS1405020102004116887,25,24,23,40,70,35,9,2,1,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,4,9,5,2,2,52,43,82,23,0
7185,7185,MLS1405020092004114954,45,30,19,34,52,23,19,5,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,0,6,11,0,3,43,27,89,38,5
7186,7186,MLS1405020091984108701,30,24,26,42,59,28,10,2,1,0,7,0,0,0,1,4,4,2,0,0,0,0,0,0,5,0,6,8,3,0,37,36,86,38,5
7187,7187,MLS1405020091974116720,32,32,28,49,65,18,4,1,0,0,0,0,0,0,1,4,4,2,0,0,2,0,1,1,4,3,5,4,0,0,37,43,86,35,0
7188,7188,MLS1404291131544114721,41,32,40,47,64,4,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,3,5,9,3,3,9,60,30,71,22,0
7189,7189,MLS1404291131544103936,33,33,30,50,59,14,4,5,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,3,5,9,3,3,9,60,30,71,22,5
7190,7190,MLS1404291131524107306,31,31,28,47,64,23,4,1,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,3,4,4,3,0,17,64,50,64,10,0
7191,7191,MLS1404291121554104642,22,21,23,37,79,34,10,1,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,7,3,6,6,4,54,35,81,15,0
7192,7192,MLS1404291121534113383,23,23,22,31,69,46,14,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,3,5,1,4,15,50,43,82,15,0
7193,7193,MLS1404291111524118605,69,56,33,27,12,30,2,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,1,5,3,0,3,5,10,14,48,45,75,9,5
7194,7194,MLS1404291001934108915,17,20,17,32,65,43,20,10,5,1,0,0,0,0,1,5,5,2,0,0,0,0,0,0,7,3,14,5,0,0,45,29,94,21,1
7195,7195,MLS1404281181254115015,33,21,18,28,80,33,15,1,0,0,0,0,0,0,2,5,5,2,0,0,0,0,0,0,0,4,2,0,4,9,43,32,78,46,0
7196,7196,MLS1404281181254107961,21,17,17,25,51,44,30,11,7,7,1,0,0,0,1,5,5,2,0,0,0,0,0,0,0,3,3,0,4,9,45,34,83,36,0
7197,7197,MLS1404281181244104624,23,18,22,40,72,37,13,3,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,1,3,4,2,2,11,49,39,80,30,0
7198,7198,MLS1404281131394109348,31,30,27,46,63,23,8,2,1,1,0,0,0,0,1,3,2,1,1,0,0,0,0,0,2,5,6,3,4,5,41,37,86,36,0
7199,7199,MLS1404281121414115868,54,46,40,49,38,2,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,3,5,5,4,7,42,37,74,46,0
7201,7201,MLS1404251161324112248,28,28,25,43,61,28,10,5,2,1,0,0,0,0,1,4,3,2,0,0,0,0,0,0,4,4,9,6,3,0,36,36,85,39,5
7202,7202,MLS1404251161314115245,47,44,40,57,39,1,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,3,4,7,4,2,3,38,36,85,41,0
7204,7204,MLS1404251041574106842,47,43,35,48,41,11,5,1,1,1,0,0,0,0,1,2,2,1,0,1,0,0,1,1,3,2,6,5,4,7,45,35,77,43,0
7205,7205,MLS1404251041564117852,92,54,25,22,22,4,1,1,7,1,0,0,0,0,1,2,2,1,0,1,0,0,1,1,3,3,7,5,5,9,43,36,78,36,5
7206,7206,MLS1404251031614111687,28,23,26,41,75,28,7,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,3,7,4,4,8,44,36,79,38,0
7207,7207,MLS1404251031584102478,31,28,25,42,70,27,4,1,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,1,3,3,6,5,5,8,44,34,74,43,0
7208,7208,MLS1404251021644105837,34,28,22,28,59,43,13,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,7,5,4,5,41,37,77,44,0
7209,7209,MLS1404251021624103481,35,33,30,52,64,12,2,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,3,3,6,4,4,9,46,41,83,28,0
7210,7210,MLS1404251021604110617,24,23,22,40,67,32,12,5,2,3,1,0,0,0,1,2,2,1,0,0,1,0,1,1,3,4,6,4,5,7,48,35,77,36,0
7211,7211,MLS1404251021584106469,28,28,26,46,70,23,6,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,4,8,4,4,3,47,32,74,46,0
7212,7212,MLS1404251001654116254,67,46,26,33,38,15,1,1,1,3,1,0,0,0,1,2,2,1,1,0,1,0,1,1,4,4,8,5,4,8,47,34,80,31,0
7213,7213,MLS1404251001644112814,51,40,29,44,46,12,2,1,1,1,3,0,0,0,1,2,2,2,1,0,1,0,1,1,3,3,8,4,4,8,48,36,82,29,0
7215,7215,MLS1404250182004108956,20,19,18,28,52,50,33,7,3,0,0,0,0,0,2,5,5,2,0,0,0,0,1,4,3,0,9,4,0,0,49,31,47,70,0
7216,7216,MLS1404250091874103772,41,39,34,52,55,5,2,1,1,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,3,7,6,4,4,40,36,80,43,0
7217,7217,MLS1404250071874103404,36,35,30,47,60,19,2,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,1,2,4,8,5,3,1,45,39,86,31,0
7218,7218,MLS1404250051864109912,59,38,23,27,55,21,4,2,0,0,0,0,0,0,1,3,3,1,0,0,0,0,1,2,4,3,5,4,3,3,43,39,85,32,5
7219,7219,MLS1404241211154105312,45,35,30,41,30,22,15,5,5,1,0,0,0,0,1,7,5,2,0,0,0,0,0,0,11,8,16,4,1,4,29,41,48,53,5
7220,7220,MLS1404241201134106478,32,27,24,43,62,29,9,2,1,1,0,0,0,0,1,2,2,1,1,1,0,0,1,1,2,2,7,5,3,10,50,42,83,22,0
7221,7221,MLS1404241101404114122,32,27,23,43,66,24,8,3,2,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,3,3,5,5,4,10,43,32,72,51,0
7223,7223,MLS1404241091444108458,47,37,28,44,54,16,3,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,7,5,4,12,42,32,65,54,5
7224,7224,MLS1404240072064109489,80,51,31,35,29,2,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,3,3,3,7,0,3,0,55,43,87,14,5
7225,7225,MLS1404240072014101684,27,25,26,43,75,32,2,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,1,4,3,7,7,0,3,39,45,78,33,0
7226,7226,MLS1404240042004106783,42,41,36,58,47,3,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,6,2,8,0,3,6,49,41,85,17,7
