,ID,RA (J2000),Dec (J2000),UT Date,Mag,images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification,Survey,tag
1914,CSS130917:025927+074740,44.862759999999994,7.79438,20130917.42,17.39,1309171070164130218,no,13021,yes,2016-11-07,13021,yes,Blazar," mag 19,5     ",CSS,1
1915,CSS130917:165221-064444,253.08732,-6.745430000000001,20130917.13,17.52,1309170070904150815,yes,15081,no,2016-08-30,15081,yes,AGN, mag 20     ,CSS,0
1916,CSS130917:170018-010015,255.07407,-1.00416,20130917.12,17.78,1309170010914156475,yes,15647,yes,2016-07-08,15647,yes,Unknown, SDSS mag >22    ,CSS,6
1917,CSS130916:231146+260448,347.94109,26.07988,20130916.18,17.37,1309161261134112078,yes,11207,yes,2016-11-07,11207,yes,Blazar," SDSS mag 20,7    ",CSS,1
1918,CSS130916:230814+254341,347.05658,25.72818,20130916.18,16.58,1309161261124106682,yes,10668,no,2016-11-07,10668,yes,CV," SDSS mag 19,6    ",CSS,2
1919,CSS130916:011806+271126,19.523320000000002,27.190479999999997,20130916.31,17.58,1309161260074128615,yes,12861,no,2016-10-27,12861,yes,SN," (spec) SDSS mag 22,5   ",CSS,5
1920,CSS130916:172000+245551,260.00052999999997,24.93094,20130916.15,16.75,1309161230864155882,yes,15588,no,2016-10-30,15588,yes,SN," UGC10809 SDSS mag 15,1   ",CSS,5
1921,CSS130916:165201+244631,253.0055,24.77525,20130916.15,16.72,1309161230834137353,yes,13735,no,2016-10-12,13735,yes,CV," SDSS mag 21,5    ",CSS,2
1922,CSS130916:015712+224402,29.300829999999998,22.733970000000003,20130916.38,18.7,1309161230104102910,yes,10291,no,2016-11-07,10291,yes,CV," SDSS mag 21,8    ",CSS,2
1923,CSS130916:011631+241918,19.128629999999998,24.32155,20130916.31,13.55,1309161230074127240,yes,12724,no,2016-11-06,12724,yes,HPM, LHS_139      ,CSS,4
1924,CSS130916:020136+113433,30.39992,11.5758,20130916.46,18.97,1309161120114104342,yes,10434,yes,2016-11-05,10434,yes,SN?, SDSS mag >22    ,CSS,5
1925,CSS130915:231108+173855,347.78417,17.6486,20130915.2,17.54,1309151181194112157,yes,11215,no,2016-11-05,11215,yes,SN," (spec) SDSS mag 21,3   ",CSS,5
1926,CSS130915:000549+095109,1.45449,9.85241,20130915.34,19.44,1309151090014120286,no,12028,no,2016-11-06,12028,yes,SN," SDSS mag 16,7    ",CSS,5
1927,CSS130915:010942+062429,17.426289999999998,6.408,20130915.39,19.9,1309151070074113180,yes,11318,no,2016-11-06,11318,yes,AGN," SDSS mag 21,6    ",CSS,0
1928,CSS130915:013854+052238,24.72436,5.3772,20130915.43,20.13,1309151040094142394,yes,14239,yes,2016-11-07,14239,yes,Unknown, SDSS mag >22    ,CSS,6
1929,CSS130914:175410+375718,268.53991,37.95489,20130914.2,18.14,1309141380774130923,no,13092,yes,2016-11-08,13092,yes,CV?, mag 21     ,CSS,2
1930,CSS130914:040553+274718,61.46911,27.78828,20130914.43,16.47,1309141260204167133,no,16713,no,2016-11-06,16713,yes,CV, (Master) mag > 21   ,CSS,2
1931,CSS130914:211621+084713,319.08914,8.78705,20130914.16,16.86,1309141091134108958,yes,10895,no,2016-11-06,10895,yes,CV," SDSS mag 21,1    ",CSS,2
1932,CSS130913:021432-130724,33.63361,-13.123470000000001,20130913.41,19.0,1309130120124115946,no,11594,no,2016-11-06,11594,yes,SN, mag 21     ,CSS,5
1933,CSS130913:013913-025241,24.80422,-2.87795,20130913.38,18.95,1309130040094143775,yes,14377,no,2016-11-02,14377,yes,SN, (spec) SDSS mag >22   ,CSS,5
1934,CSS130912:032950+044811,52.45738000000001,4.80317,20130912.47,19.09,1309121040194132361,yes,13236,yes,2016-11-09,13236,yes,SN?," SDSS mag 22,3    ",CSS,5
1935,CSS130912:031406+020219,48.52347,2.0386900000000003,20130912.4,19.9,1309121010184135823,yes,13582,yes,2016-11-09,13582,yes,Ast?,       ,CSS,8
1936,CSS130912:030457+002031,46.23554,0.34204,20130912.4,19.48,1309121010174106409,yes,10640,yes,2016-11-09,10640,yes,Unknown, mag >21     ,CSS,6
1937,CSS130912:203649-212557,309.20506,-21.43241,20130912.16,15.82,1309120211044132512,no,13251,yes,2016-09-02,13251,yes,CV/SN, mag 21     ,CSS,2
1938,CSS130912:212134-190351,320.39262,-19.06419,20130912.22,14.6,1309120181104114898,yes,11489,no,2016-10-20,11489,yes,HPM, LHS_507      ,CSS,4
1939,CSS130912:000907-164123,2.27866,-16.68985,20130912.31,18.74,1309120150014104855,no,10485,yes,2016-11-04,10485,yes,AGN?,       ,CSS,0
1940,CSS130912:005531-095326,13.87819,-9.89061,20130912.34,18.78,1309120090054121750,no,12175,no,2016-11-04,12175,yes,Flare," SDSS mag 20,1    ",CSS,3
1941,CSS130912:005510-101859,13.7918,-10.31634,20130912.34,18.25,1309120090054115627,no,11562,no,2016-11-04,11562,yes,SN, (spec) SDSS mag 20   ,CSS,5
1942,CSS130912:003036-104719,7.648219999999999,-10.78861,20130912.33,18.55,1309120090034109089,no,10908,yes,2016-11-04,10908,yes,SN?, SDSS mag >22    ,CSS,5
1943,CSS130912:025702-001844,44.26039,-0.31226,20130912.4,19.47,1309120010164143104,yes,14310,no,2016-11-07,14310,yes,SN, SDSS mag >22    ,CSS,5
1944,CSS130912:025321-021158,43.337559999999996,-2.1995400000000003,20130912.4,19.33,1309120010164112914,yes,11291,yes,2016-11-07,11291,yes,AGN?," SDSS mag 21,2    ",CSS,0
1945,CSS130906:064726+491542,101.85692,49.26167,20130906.47,13.92,1309061490254137729,no,13772,no,2016-11-10,13772,yes,CV, (Master) 1RXS_J064725     ,CSS,2
1946,CSS130906:003712+403905,9.30057,40.65136,20130906.4,17.96,1309061400034134866,yes,13486,no,2016-11-05,13486,yes,Nova, (Master) M31 2013-08f    ,CSS,8
1947,CSS130906:232533+345822,351.38827000000003,34.97272,20130906.24,18.12,1309061351044128051,yes,12805,no,2016-11-08,12805,yes,SN," (spec) SDSS mag 17,9   ",CSS,5
1948,CSS130906:222622+351056,336.59366,35.18231,20130906.2,18.74,1309061351004143495,no,14349,no,2016-09-30,14349,yes,CV," mag 20,5     ",CSS,2
1949,CSS130906:020941+011416,32.42202,1.2377,20130906.44,20.28,1309061010124121394,yes,12139,yes,2016-11-07,12139,yes,Unknown, SDSS mag > 22   ,CSS,6
1950,CSS130906:005022-045220,12.58972,-4.87228,20130906.36,16.15,1309060040054111996,no,11199,yes,2016-11-06,11199,yes,Blazar," PKS_0047-051 SDSS mag 19,3   ",CSS,1
1951,CSS130906:002731-035050,6.877439999999999,-3.84721,20130906.36,19.93,1309060040034128254,no,12825,yes,2016-11-06,12825,yes,SN?," SDSS mag 21,0    ",CSS,5
1952,CSS130906:001800-042628,4.49876,-4.44117,20130906.36,20.14,1309060040024118036,no,11803,yes,2016-11-06,11803,yes,AGN?," SDSS mag 21,3    ",CSS,0
1953,CSS130905:144304+170637,220.76674,17.11017,20130905.15,14.96,1309051180764103420,yes,10342,no,2016-07-10,10342,yes,HPM, LHS_2967      ,CSS,4
1954,CSS130905:232712-232513,351.80207,-23.42031,20130905.29,18.85,1309050231164133249,no,13324,no,2016-11-04,13324,yes,SN," mag >21,5     ",CSS,5
1955,CSS130905:012822-075122,22.09132,-7.85612,20130905.44,17.0,1309050070084111234,yes,11123,no,2016-11-06,11123,yes,SN," (anon/spec) SDSS mag 19,2   ",CSS,5
1956,CSS130905:020924-031050,32.35079,-3.18043,20130905.46,19.72,1309050040124139902,yes,13990,no,2016-11-07,13990,yes,AGN," SDSS mag 21,0    ",CSS,0
1957,CSS130905:015812-041446,29.55149,-4.24615,20130905.44,19.82,1309050040114124314,yes,12431,no,2016-11-02,12431,yes,SN," (spec) SDSS mag 21,0   ",CSS,5
1958,CSS130905:013732-035749,24.38239,-3.96363,20130905.44,19.94,1309050040094128675,yes,12867,yes,2016-11-02,12867,yes,SN?," SDSS mag 20,8    ",CSS,5
1959,CSS130905:210016-024258,315.06675,-2.7161,20130905.24,14.1,1309050011134105287,yes,10528,no,2016-11-01,10528,yes,CV, SDSS mag 22    ,CSS,2
1960,CSS130905:023451-003644,38.71402,-0.61235,20130905.46,20.19,1309050010144138645,yes,13864,yes,2016-11-07,13864,yes,Unknown, SDSS mag >22    ,CSS,6
1961,CSS130905:023215-023641,38.06227,-2.6114900000000003,20130905.46,19.45,1309050010144104862,yes,10486,no,2016-11-07,10486,yes,Ast?," SDSS mag 21,4    ",CSS,8
1962,CSS130905:012848-003631,22.198420000000002,-0.60855,20130905.38,18.63,1309050010084135719,yes,13571,no,2016-11-06,13571,yes,SN, (unknown) SDSS mag >22   ,CSS,5
1963,CSS130904:022242+281601,35.67532,28.266920000000002,20130904.46,15.57,1309041290124101511,yes,10151,no,2016-11-06,10151,yes,SN," 2013fb (Tsuboi) IC_221 mag 13,7  ",CSS,5
1964,CSS130904:023722+233146,39.3436,23.529329999999998,20130904.4,19.42,1309041230134116994,no,11699,no,2016-11-05,11699,yes,AGN," mag 20,0     ",CSS,0
1965,CSS130904:003056+231746,7.73256,23.2961,20130904.35,17.77,1309041230034113932,yes,11393,no,2016-11-05,11393,yes,CV," SDSS mag 22,3    ",CSS,2
1966,CSS130904:021454+195134,33.72375,19.85943,20130904.39,17.37,1309041210124102821,yes,10282,no,2016-11-07,10282,yes,SN," (spec) SDSS mag 15,4 2MASSX_21454  ",CSS,5
1967,CSS130903:012242+181655,20.67294,18.281879999999997,20130903.45,19.11,1309031180084122459,yes,12245,no,2016-11-06,12245,yes,SN, (spec) SDSS mag >22   ,CSS,5
1968,CSS130903:013648+154531,24.200779999999998,15.75857,20130903.47,12.86,1309031150094127180,yes,12718,no,2016-11-05,12718,yes,SN," 2013ej (LOSS) M74 mag 10,0  ",CSS,5
1969,CSS130902:014808+373329,27.034990000000004,37.55798,20130902.46,18.69,1309021380084121592,no,12159,no,2016-10-27,12159,yes,SN, mag 21     ,CSS,5
1970,CSS130902:014207+372314,25.53089,37.38732,20130902.46,13.16,1309021380084117815,no,11781,no,2016-10-27,11781,yes,HPM, LHS_1285      ,CSS,4
1971,CSS130902:160346+272742,240.94327,27.46173,20130902.15,18.54,1309021260784140174,yes,14017,no,2016-09-02,14017,yes,SN," SDSS mag 20,2    ",CSS,5
1972,CSS130902:003132+102809,7.88518,10.46904,20130902.4,19.28,1309021090034133655,no,13365,no,2016-11-06,13365,yes,AGN," SDSS mag 20,4    ",CSS,0
1973,CSS130902:011357+063604,18.48552,6.601139999999999,20130902.37,19.29,1309021070074116316,yes,11631,no,2016-11-06,11631,yes,AGN," SDSS mag 21,3    ",CSS,0
1974,CSS130902:010533+065505,16.389039999999998,6.918,20130902.34,19.53,1309021070064121638,yes,12163,no,2016-10-29,12163,yes,SN," SDSS mag 20,7    ",CSS,5
1975,CSS130901:040137+184325,60.4038,18.723570000000002,20130901.44,14.31,1309011180214134165,yes,13416,no,2016-10-29,13416,yes,HPM, LHS_185      ,CSS,4
1976,CSS130901:034435+182554,56.14694,18.43176,20130901.44,14.8,1309011180204130069,no,13006,no,2016-10-29,13006,yes,HPM, GJ_151      ,CSS,4
1977,CSS130901:033500+160739,53.750440000000005,16.127470000000002,20130901.41,19.72,1309011150194133736,yes,13373,no,2016-11-09,13373,yes,SN?," SDSS mag 21,7    ",CSS,5
1978,CSS130901:223420-133654,338.58513,-13.615120000000001,20130901.25,19.66,1309010121194109265,no,10926,no,2016-11-05,10926,yes,Comet, 154P      ,CSS,8
1979,CSS130901:231909-061312,349.7873,-6.219869999999999,20130901.33,17.85,1309010071244136626,yes,13662,no,2016-11-07,13662,yes,HPM, EGGR_555      ,CSS,4
1980,CSS130828:230828+314028,347.11512,31.6745,20130828.27,13.89,1308281321074116643,yes,11664,no,2016-11-07,11664,yes,HPM, LHS_536      ,CSS,4
1981,CSS130828:010923+294932,17.34556,29.82556,20130828.46,17.54,1308281290064131091,yes,13109,no,2016-10-27,13109,yes,HPM, 2MASS_J010921      ,CSS,4
1982,CSS130828:011353+290215,18.47194,29.037440000000004,20130828.46,18.7,1308281290064116109,yes,11610,no,2016-10-27,11610,yes,SN," SDSS 2MASS_J011352 mag 15,3   ",CSS,5
1983,CSS130828:223849-251246,339.70401,-25.21284,20130828.3,18.04,1308280231124103801,no,10380,no,2016-11-04,10380,yes,SN?," mag 20,3     ",CSS,5
1984,CSS130828:221724-193953,334.35034,-19.66461,20130828.29,16.51,1308280181154102522,no,10252,no,2016-10-22,10252,yes,CV," mag 19,0     ",CSS,2
1985,CSS130828:205538-140402,313.91024,-14.06714,20130828.21,13.01,1308280121104103099,yes,10309,no,2016-10-20,10309,yes,HPM, LHS_500      ,CSS,4
1986,CSS130828:230630-050236,346.62588,-5.04335,20130828.36,15.64,1308280041244110839,yes,11083,no,2016-10-18,11083,yes,HPM, 2MASS_J230629      ,CSS,4
1987,CSS130828:205253-023953,313.21983,-2.66467,20130828.21,13.96,1308280011124107474,yes,10747,no,2016-10-30,10747,yes,CV," (ASASSN-13cg) SDSS mag 18,3   ",CSS,2
1988,CSS130809:221614+014106,334.05755,1.68507,20130809.44,16.21,1308091011194131840,yes,13184,no,2016-10-23,13184,yes,CV, SDSS mag 22    ,CSS,2
1989,CSS130809:222004-213922,335.01467,-21.65617,20130809.36,18.78,1308090211134116095,no,11609,no,2016-10-22,11609,yes,SN," (spec) mag >21,5    ",CSS,5
1990,CSS130707:212314-021447,320.80641,-2.24644,20130707.4,18.78,1307070011154113370,yes,11337,no,2016-11-01,11337,yes,CV," SDSS mag 21,9    ",CSS,2
1991,CSS130628:165821+015746,254.58576000000002,1.9626400000000002,20130628.33,18.54,1306281010914154097,no,15409,no,2016-07-09,15409,yes,SN, mag 21     ,CSS,5
1992,CSS130627:001809+274920,4.5389,27.822090000000003,20130627.43,17.61,1306271260024129130,no,12913,no,2016-10-29,12913,yes,AGN," SDSS mag 18,2    ",CSS,0
1993,CSS130627:132038+044614,200.15988000000002,4.77056,20130627.18,18.03,1306271040724131721,yes,13172,no,2016-06-05,13172,yes,SN," SDSS mag 16,7    ",CSS,5
1994,CSS130621:123320+121112,188.33196,12.186689999999999,20130621.19,18.24,1306211120664110566,yes,11056,no,2016-07-13,11056,yes,SN," SDSS mag 19,4    ",CSS,5
1995,CSS130621:231448+020927,348.70135,2.15757,20130621.41,18.25,1306211011244127438,yes,12743,yes,2016-10-18,12743,yes,Unknown," SDSS mag 19,0    ",CSS,6
1996,CSS130621:232306-011854,350.77664,-1.31513,20130621.43,18.51,1306210011254120647,yes,12064,yes,2016-11-07,12064,yes,Blazar," SDSS mag 20,4    ",CSS,1
1997,CSS130620:165055+512933,252.7275,51.49261,20130620.3,18.79,1306201520574112431,yes,11243,no,2016-10-22,11243,yes,SN," SDSS mag 20,7    ",CSS,5
1998,CSS130620:133213+262531,203.05596,26.425309999999996,20130620.22,14.01,1306201260664112997,yes,11299,yes,2016-07-14,11299,yes,Var," SDSS mag 14,5    ",CSS,7
1999,CSS130620:130639+262815,196.66096000000002,26.4709,20130620.22,18.26,1306201260644112940,yes,11294,no,2016-07-11,11294,yes,AGN," SDSS mag 19,4    ",CSS,0
2000,CSS130620:203839-164137,309.66208,-16.69368,20130620.35,18.15,1306200151074106780,yes,10678,yes,2016-10-20,10678,yes,SN?," mag 19,2     ",CSS,5
2001,CSS130620:205826-045115,314.60868,-4.8543,20130620.4,17.49,1306200041124124468,yes,12446,yes,2016-10-30,12446,yes,CV?," mag 18,5     ",CSS,2
2002,CSS130619:133716+350057,204.31679,35.01583,20130619.25,15.67,1306191350614114230,yes,11423,no,2016-07-14,11423,yes,HPM, LHS_356      ,CSS,4
2003,CSS130618:153759+331300,234.4959,33.21666,20130618.31,19.29,1306181320724134449,yes,13444,yes,2016-07-15,13444,yes,CV?," SDSS mag 22,4    ",CSS,2
2004,CSS130618:122629+311338,186.62183000000002,31.227209999999996,20130618.23,14.26,1306181320584102524,yes,10252,no,2016-06-03,10252,yes,SN," 2013df (ISSP) mag 11,0   ",CSS,5
2005,CSS130617:181713+683258,274.30542,68.54936,20130617.34,13.83,1306171690384118959,no,11895,no,2016-10-11,11895,yes,HPM, LHS_460      ,CSS,4
2006,CSS130617:162000+664943,245.00031,66.82849,20130617.28,18.89,1306171660384131880,no,13188,yes,2016-10-09,13188,yes,SN?, mag >20     ,CSS,5
2007,CSS130617:170459+600538,256.245,60.09378,20130617.32,18.78,1306171600474117100,yes,11710,no,2016-10-09,11710,yes,SN," SDSS mag 20,5    ",CSS,5
2008,CSS130616:162652+292247,246.71822999999998,29.37984,20130616.37,18.21,1306161290784123559,yes,12355,yes,2016-10-11,12355,yes,Flare," SDSS mag 20,2    ",CSS,3
2009,CSS130616:151338+185741,228.40812000000003,18.961270000000003,20130616.3,20.07,1306161180794133827,yes,13382,no,2016-09-05,13382,yes,SN, SDSS mag 21    ,CSS,5
2010,CSS130616:233653+010951,354.22013,1.16408,20130616.45,12.58,1306161011264117300,yes,11730,no,2016-11-08,11730,yes,HPM, LHS_548      ,CSS,4
2011,CSS130615:170425+390318,256.10412,39.05512,20130615.37,17.21,1306151380744153796,yes,15379,no,2016-10-18,15379,yes,HPM, LHS_3263      ,CSS,4
2012,CSS130615:000728+291418,1.8678299999999999,29.23847,20130615.42,13.0,1306151290014118570,no,11857,no,2016-11-05,11857,yes,HPM, LHS_103      ,CSS,4
2013,CSS130614:233746+144237,354.44059,14.7103,20130614.45,16.17,1306141151234111786,yes,11178,no,2016-11-05,11178,yes,SN," 2013dn KUG_2335+144 SDSS mag 15,1  ",CSS,5
2014,CSS130614:204809+005840,312.03783,0.97767,20130614.38,16.66,1306141011114135865,yes,13586,yes,2016-11-09,13586,yes,CV," SDSS mag 22,4    ",CSS,2
2015,CSS130614:131515-175756,198.81165,-17.96542,20130614.2,14.49,1306140180684124826,no,12482,no,2016-05-08,12482,yes,SN," 2013cs (Howerton) mag 14,7   ",CSS,5
2016,CSS130614:122046-093612,185.19071,-9.60324,20130614.17,19.21,1306140090664121096,no,12109,no,2016-06-06,12109,yes,SN," mag 20,5     ",CSS,5
2017,CSS130614:122321-094137,185.83871000000002,-9.69357,20130614.17,15.89,1306140090664120159,no,12015,yes,2016-06-06,12015,yes,Flare," mag 18,7     ",CSS,3
2018,CSS130613:134800+301327,206.99987,30.22423,20130613.23,19.6,1306131290654132164,yes,13216,no,2016-07-14,13216,yes,AGN," SDSS mag 21,4    ",CSS,0
2019,CSS130613:174102+265401,265.25687999999997,26.900290000000002,20130613.29,18.61,1306131260864152278,yes,15227,no,2016-11-04,15227,yes,CV," SDSS mag 20,3    ",CSS,2
2020,CSS130613:174547+264347,266.44717,26.72972,20130613.29,15.18,1306131260864146889,yes,14688,no,2016-11-04,14688,yes,CV," SDSS 18,3     ",CSS,2
2021,CSS130613:133249+270045,203.20459,27.0125,20130613.23,19.6,1306131260664124842,yes,12484,yes,2016-07-14,12484,yes,AGN?," SDSS mag 21,7    ",CSS,0
2022,CSS130613:211547+161156,318.94732,16.19886,20130613.35,17.34,1306131151104173185,yes,17318,no,2016-11-06,17318,yes,CV," SDSS mag 22,3    ",CSS,2
2023,CSS130612:214921+210346,327.33822999999995,21.06279,20130612.39,17.67,1306121211114135438,yes,13543,no,2016-11-05,13543,yes,CV," SDSS mag 20,5    ",CSS,2
2024,CSS130612:132952+185129,202.46847,18.857979999999998,20130612.19,19.19,1306121180704131531,yes,13153,no,2016-07-15,13153,yes,SN," SDSS mag 21,1    ",CSS,5
2025,CSS130612:132410+172251,201.04126000000002,17.38096,20130612.19,16.71,1306121180694108085,yes,10808,no,2016-07-15,10808,yes,SN," SDSS mag 18,3    ",CSS,5
2026,CSS130612:203952-102729,309.96602,-10.45802,20130612.36,18.84,1306120091104126082,no,12608,yes,2016-10-20,12608,yes,SN, mag 21     ,CSS,5
2027,CSS130611:142059+150943,215.24752,15.16194,20130611.31,18.75,1306111150754117530,yes,11753,yes,2016-07-10,11753,yes,SN?," SDSS mag 22,4    ",CSS,5
2028,CSS130611:134802+141457,207.00826999999998,14.24925,20130611.28,19.2,1306111150724102925,yes,10292,no,2016-07-04,10292,yes,SN," SDSS mag 20,7    ",CSS,5
2029,CSS130611:122349+120225,185.95276,12.04036,20130611.23,17.3,1306111120664110776,yes,11077,yes,2016-07-13,11077,yes,Blazar," SDSS mag 20,2    ",CSS,1
2030,CSS130611:225356-064704,343.48177999999996,-6.784330000000001,20130611.45,15.4,1306110071224127052,yes,12705,no,2016-11-01,12705,yes,HPM, GJ_1276      ,CSS,4
2031,CSS130610:152008+404758,230.03157000000002,40.79958,20130610.35,18.9,1306101400644123218,yes,12321,no,2016-07-12,12321,yes,AGN," mag 20,5     ",CSS,0
2032,CSS130610:154851+351809,237.21077000000002,35.302620000000005,20130610.33,18.87,1306101350704128207,yes,12820,no,2016-07-15,12820,yes,AGN," SDSS mag 21,5    ",CSS,0
2033,CSS130610:143310+335422,218.29252999999997,33.90599,20130610.3,19.98,1306101350654101335,yes,10133,no,2016-07-11,10133,yes,AGN," SDSS mag 20,6    ",CSS,0
2034,CSS130610:161732+313457,244.38462,31.58255,20130610.37,16.32,1306101320754113582,yes,11358,no,2016-09-02,11358,yes,SN," 2013dp SDSS UGC10313 mag 16,1  ",CSS,5
2035,CSS130610:160612+332215,241.54818999999998,33.37095,20130610.37,13.65,1306101320744148086,yes,14808,yes,2016-09-03,14808,yes,RRL, mag 14     ,CSS,8
2036,CSS130610:161540+294038,243.91585,29.677190000000003,20130610.37,18.77,1306101290774132994,yes,13299,no,2016-09-02,13299,yes,SN," SDSS mag 21,6    ",CSS,5
2037,CSS130610:154627+302111,236.61184,30.3531,20130610.37,18.82,1306101290754141977,yes,14197,no,2016-07-15,14197,yes,SN, SDSS mag >22    ,CSS,5
2038,CSS130610:100014+175200,150.05648,17.86661,20130610.17,18.14,1306101180524115812,yes,11581,no,2016-10-11,11581,yes,SN, SDSS mag >22    ,CSS,5
2039,CSS130610:210121-110315,315.33671,-11.054219999999999,20130610.4,18.82,1306100091124106709,yes,10670,yes,2016-10-18,10670,yes,SN?, mag >21     ,CSS,5
2040,CSS130609:174808+625509,267.03488,62.919109999999996,20130609.41,17.84,1306091630454118826,yes,11882,no,2016-10-29,11882,yes,SN," SDSS mag 19,4    ",CSS,5
2041,CSS130609:131731+572827,199.37805,57.47429,20130609.3,18.06,1306091570404118400,yes,11840,no,2016-07-10,11840,yes,SN," SDSS mag 20,0    ",CSS,5
2042,CSS130609:130230+510716,195.62467,51.12121,20130609.28,18.82,1306091520454205113,yes,20511,no,2016-07-10,20511,yes,SN," SDSS mag 21,0    ",CSS,5
2043,CSS130609:120334+481801,180.88987,48.3004,20130609.25,19.58,1306091490444104704,yes,10470,yes,2016-05-30,10470,yes,AGN?, SDSS mag 21    ,CSS,0
2044,CSS130609:125824+473558,194.60106000000002,47.59933,20130609.28,19.28,1306091460494140247,yes,14024,no,2016-07-10,14024,yes,AGN," SDSS mag 21,0    ",CSS,0
2045,CSS130609:124213+462515,190.55443,46.420840000000005,20130609.28,19.7,1306091460484117878,yes,11787,yes,2016-06-13,11787,yes,Flare," SDSS mag 20,7    ",CSS,3
2046,CSS130609:152852+170156,232.21749,17.03235,20130609.36,19.83,1306091180804104464,yes,10446,no,2016-09-05,10446,yes,AGN," SDSS mag 21,0    ",CSS,0
2047,CSS130609:112625-015221,171.6046,-1.8724900000000002,20130609.2,17.17,1306090010624110234,yes,11023,no,2016-06-02,11023,yes,SN," SDSS mag 15,2    ",CSS,5
2048,CSS130608:164208+320607,250.53341,32.102059999999994,20130608.35,17.36,1306081320774122613,yes,12261,no,2016-10-11,12261,yes,SN," SDSS mag 18,9    ",CSS,5
2049,CSS130608:164206+313027,250.52573999999998,31.50749,20130608.35,18.18,1306081320774109980,yes,10998,no,2016-10-11,10998,yes,SN," 2MASX_J164207 SDSS mag 15,4   ",CSS,5
2050,CSS130608:142555-223805,216.47853999999998,-22.63482,20130608.24,16.53,1306080230714155739,yes,15573,no,2016-05-09,15573,yes,CV," SDSS mag 21,7    ",CSS,2
2051,CSS130608:135602-234456,209.00744,-23.74877,20130608.21,18.56,1306080230694132538,no,13253,no,2016-05-09,13253,yes,CV," (LSQ13anm) mag 21,5    ",CSS,2
2052,CSS130607:125154+441020,192.97548999999998,44.172259999999994,20130607.25,19.85,1306071430514125309,yes,12530,yes,2016-05-30,12530,yes,AGN?," SDSS mag 20,4    ",CSS,0
2053,CSS130607:123647+382037,189.19758000000002,38.343720000000005,20130607.25,19.67,1306071380554122492,yes,12249,no,2016-06-16,12249,yes,SN," (Master) SDSS mag 20,7   ",CSS,5
2054,CSS130607:170449+320418,256.20529,32.07157,20130607.41,18.22,1306071320794125262,yes,12526,yes,2016-10-11,12526,yes,Flare," SDSS mag 20,3    ",CSS,3
2055,CSS130606:153620+523634,234.08293999999998,52.609480000000005,20130606.34,18.33,1306061520534131582,yes,13158,no,2016-07-09,13158,yes,SN," SDSS mag 20,0    ",CSS,5
2056,CSS130606:164149+473351,250.4544,47.56414,20130606.37,18.63,1306061460634149077,yes,14907,no,2016-10-19,14907,yes,SN," SDSS mag 20,7    ",CSS,5
2057,CSS130606:135341+404407,208.4215,40.7353,20130606.29,19.45,1306061400584118076,yes,11807,no,2016-07-14,11807,yes,SN," SDSS mag 21,4    ",CSS,5
2058,CSS130606:140334+401307,210.89147000000003,40.21857,20130606.29,19.87,1306061400584110728,yes,11072,no,2016-07-14,11072,yes,AGN?," SDSS mag 20,9    ",CSS,0
2059,CSS130606:122945+295202,187.43741,29.86713,20130606.2,19.88,1306061290594125461,yes,12546,no,2016-06-14,12546,yes,AGN, SDSS mag 20    ,CSS,0
2060,CSS130606:231746+174420,349.43986,17.73884,20130606.44,18.36,1306061181204113527,yes,11352,no,2016-11-05,11352,yes,SN," SDSS mag >22,5    ",CSS,5
2061,CSS130606:132221-075827,200.5855,-7.97425,20130606.24,18.83,1306060070714107287,no,10728,no,2016-07-06,10728,yes,AGN," mag 20,0     ",CSS,0
2062,CSS130606:131837-081623,199.65278999999998,-8.27312,20130606.24,18.32,1306060070714103061,no,10306,no,2016-07-06,10306,yes,AGN," mag 19,1     ",CSS,0
2063,CSS130605:152810+441147,232.04109,44.1964,20130605.3,19.53,1306051430624132149,yes,13214,no,2016-07-12,13214,yes,SN, SDSS mag 21    ,CSS,5
2064,CSS130605:144951+443232,222.46104,44.5422,20130605.32,19.77,1306051430594137532,yes,13753,no,2016-07-12,13753,yes,AGN," SDSS mag 21,1    ",CSS,0
2065,CSS130605:125551+303044,193.9607,30.51223,20130605.28,18.53,1306051290614132849,yes,13284,no,2016-07-11,13284,yes,SN," 2013co (TNTS) SDSS mag 19,8  ",CSS,5
2066,CSS130605:231612+273450,349.04841,27.58069,20130605.43,18.14,1306051261134144211,yes,14421,no,2016-11-07,14421,yes,CV," SDSS mag 20,5    ",CSS,2
2067,CSS130605:222900+263430,337.25096,26.57508,20130605.4,17.91,1306051261094129061,yes,12906,no,2016-11-07,12906,yes,SN," SDSS mag 20,2    ",CSS,5
2068,CSS130605:105723+255049,164.34498,25.84702,20130605.18,18.66,1306051260534106546,yes,10654,no,2016-06-16,10654,yes,SN," mag 20,3     ",CSS,5
2069,CSS130605:095108+273538,147.78438,27.59382,20130605.17,19.87,1306051260484132508,yes,13250,no,2016-02-26,13250,yes,AGN," SDSS mag 20,9    ",CSS,0
2070,CSS130605:123353+213109,188.47059,21.51921,20130605.21,19.56,1306051210644126928,yes,12692,no,2016-07-11,12692,yes,SN?," SDSS mag 22,0    ",CSS,5
2071,CSS130604:140150+203412,210.45766,20.57001,20130604.26,19.53,1306041210714113446,yes,11344,no,2016-06-03,11344,yes,SN?," SDSS mag 21,4    ",CSS,5
