,ID,RA (J2000),Dec (J2000),UT Date,Mag,images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification,Survey,tag
2093,CSS130529:171236+613329,258.15165,61.55811,20130529.37,18.96,1305291600484134981,yes,13498,no,2016-10-09,13498,yes,SN," SDSS mag 21,1    ",CSS,5
2094,CSS130529:171407+604724,258.52985,60.789880000000004,20130529.37,15.08,1305291600484123094,yes,12309,no,2016-10-09,12309,yes,HPM, LHS_436      ,CSS,4
2095,CSS130529:135642+613025,209.17678999999998,61.50702,20130529.25,18.97,1305291600394135487,yes,13548,no,2016-07-13,13548,yes,CV," SDSS mag 21,4    ",CSS,2
2096,CSS130529:233452+272128,353.71803,27.3579,20130529.45,18.67,1305291261144126586,yes,12658,no,2016-11-07,12658,yes,SN, 2MASX_J233453      ,CSS,5
2097,CSS130522:151500+484801,228.7481,48.800340000000006,20130522.31,18.99,1305221490554110035,yes,11003,no,2016-07-12,11003,yes,HPM, 2MASS_J15150      ,CSS,4
2098,CSS130521:162058+472448,245.24152999999998,47.4133,20130521.37,18.27,1305211460624138558,yes,13855,no,2016-09-09,13855,yes,SN," SDSS mag 19,9    ",CSS,5
2099,CSS130521:142131+412619,215.38099,41.43869,20130521.28,14.72,1305211400604125044,yes,12504,no,2016-07-12,12504,yes,HPM, LHS_2902      ,CSS,4
2100,CSS130521:153551+374055,233.96065,37.68202,20130521.33,17.04,1305211380674115604,yes,11560,no,2016-07-15,11560,yes,Blazar," SDSS mag 20,0    ",CSS,1
2101,CSS130520:162433+395146,246.13756,39.86291,20130520.38,16.56,1305201400684109601,yes,10960,no,2016-07-14,10960,yes,HPM, LHS_3601      ,CSS,4
2102,CSS130520:172328+360348,260.86807000000005,36.06323,20130520.36,18.84,1305201350774155625,yes,15562,no,2016-11-08,15562,yes,Blazar," SDSS mag 20,8    ",CSS,1
2103,CSS130520:144744+320808,221.93462000000002,32.13551,20130520.23,19.27,1305201320684115928,yes,11592,no,2016-07-12,11592,yes,AGN," SDSS mag 21,1    ",CSS,0
2104,CSS130520:175009+290044,267.53712,29.01223,20130520.33,18.39,1305201290844124453,no,12445,no,2016-11-04,12445,yes,CV, mag >21     ,CSS,2
2105,CSS130520:213658-053110,324.2411,-5.51935,20130520.44,18.99,1305200041164103821,yes,10382,no,2016-11-01,10382,yes,Unknown, SDSS mag >22    ,CSS,6
2107,CSS130519:151011+230449,227.54481,23.08015,20130519.31,19.16,1305191230754108397,yes,10839,no,2016-07-11,10839,yes,SN," (spec) SDSS mag 21,6   ",CSS,5
2108,CSS130519:170750-053321,256.95955,-5.55593,20130519.37,18.39,1305190040924105557,no,10555,no,2016-08-30,10555,yes,CV, mag >21     ,CSS,2
2109,CSS130518:131529-130802,198.87068,-13.134020000000001,20130518.25,17.88,1305180120704115127,no,11512,no,2016-06-05,11512,yes,SN," mag 19,5     ",CSS,5
2110,CSS130518:124618-025513,191.57348000000002,-2.92029,20130518.22,19.75,1305180040694239243,yes,23924,no,2016-07-14,23924,yes,AGN," SDSS mag 21,4    ",CSS,0
2111,CSS130517:091909+492508,139.7889,49.418890000000005,20130517.18,16.92,1305171490344119052,yes,11905,yes,2016-11-08,11905,yes,Flare," SDSS mag 19,4    ",CSS,3
2112,CSS130517:165754+205346,254.47476,20.89605,20130517.44,17.79,1305171210864128120,yes,12812,no,2016-10-12,12812,yes,SN," (spec) 2MASS_16575 SDSS mag 14,6  ",CSS,5
2113,CSS130516:121552+035339,183.96703,3.8940599999999996,20130516.2,18.47,1305161040664114824,yes,11482,no,2016-06-01,11482,yes,SN," SDSS mag 20,3    ",CSS,5
2114,CSS130516:111236+002814,168.1493,0.47051000000000004,20130516.16,17.55,1305161010604106599,yes,10659,no,2016-05-28,10659,yes,CV," SDSS mag 22,1    ",CSS,2
2115,CSS130516:144724-174220,221.85131,-17.70564,20130516.28,16.02,1305160180764144916,no,14491,no,2016-06-05,14491,yes,HPM, GJ_3866      ,CSS,4
2116,CSS130516:144226-113528,220.60834,-11.59113,20130516.28,17.6,1305160120784151500,no,15150,no,2016-07-05,15150,yes,CV," (spec) mag >21,5    ",CSS,2
2117,CSS130515:100929+511708,152.37215,51.28569,20130515.22,12.5,1305151520354109090,yes,10909,no,2016-11-08,10909,yes,HPM, LHS_2224      ,CSS,4
2118,CSS130515:103609+494251,159.03575,49.71413,20130515.24,19.95,1305151490394125788,yes,12578,no,2016-06-01,12578,yes,SN," SDSS mag 22,2    ",CSS,5
2120,CSS130515:101155+141132,152.97884,14.19224,20130515.2,18.46,1305151150534101515,yes,10151,no,2016-06-05,10151,yes,CV," SDSS mag 21,3    ",CSS,2
2121,CSS130515:102033+070000,155.13581000000002,7.0000800000000005,20130515.2,19.09,1305151070554117646,yes,11764,no,2016-06-05,11764,yes,AGN," SDSS mag 21,5    ",CSS,0
2122,CSS130515:144418-201952,221.07314,-20.33099,20130515.31,16.45,1305150210754151386,no,15138,no,2016-06-05,15138,yes,HPM, 2MASS_J144420      ,CSS,4
2123,CSS130515:144134-202021,220.38977999999997,-20.33912,20130515.31,18.14,1305150210754151010,no,15101,no,2016-06-05,15101,yes,SN," mag 20,5     ",CSS,5
2125,CSS130514:094800+061044,146.99926000000002,6.17894,20130514.16,14.7,1305141070524109313,yes,10931,no,2016-11-09,10931,yes,CV," (Master) SDSS mag 20,2   ",CSS,2
2126,CSS130513:154732+230126,236.88447000000002,23.02386,20130513.36,18.75,1305131230784108936,yes,10893,no,2016-07-15,10893,yes,SN," (PTF13aro) SDSS mag 17,0   ",CSS,5
2127,CSS130513:151139+200912,227.91217000000003,20.15324,20130513.33,19.62,1305131210774107949,yes,10794,yes,2016-07-11,10794,yes,SN," 2MASX_J15113797+2008207 SDSS mag 17,6   ",CSS,5
2128,CSS130513:162243+185735,245.67992999999998,18.9598,20130513.39,16.55,1305131180844143958,yes,14395,no,2016-09-05,14395,yes,SN," (PTF13asv) SDSS mag 20,0   ",CSS,5
2131,CSS130513:140757+105941,211.98907000000003,10.99469,20130513.27,19.76,1305131090754143426,yes,14342,no,2016-07-04,14342,yes,AGN," SDSS mag 20,8    ",CSS,0
2132,CSS130513:124544-105008,191.43409,-10.83564,20130513.21,17.26,1305130090684108720,yes,10872,yes,2016-05-16,10872,yes,SN," MCG-2-33-4 SDSS mag 14,1   ",CSS,5
2133,CSS130512:171817+204032,259.56941,20.67545,20130512.44,16.21,1305121210884131694,yes,13169,yes,2016-10-30,13169,yes,Flare," mag 20,3     ",CSS,3
2134,CSS130512:163414+094511,248.56027999999998,9.75308,20130512.37,18.57,1305121090884136789,yes,13678,yes,2016-08-30,13678,yes,Var," SDSS mag 20,4    ",CSS,7
2135,CSS130512:131113+075041,197.80622,7.844589999999999,20130512.23,17.58,1305121070704140019,yes,14001,yes,2016-06-06,14001,yes,Unknown," SDSS mag 22,1    ",CSS,6
2136,CSS130512:125701+062050,194.25408000000002,6.34725,20130512.22,18.73,1305121070694115570,yes,11557,yes,2016-07-13,11557,yes,SN," SDSS mag 20,8    ",CSS,5
2137,CSS130512:144703+034951,221.76236,3.83075,20130512.3,18.29,1305121040794120539,yes,12053,yes,2016-07-07,12053,yes,SN, SDSS mag >22    ,CSS,5
2138,CSS130512:133634+002855,204.14193999999998,0.4819,20130512.26,19.04,1305121010734109070,yes,10907,no,2016-06-05,10907,yes,AGN," SDSS mag 20,2    ",CSS,0
2140,CSS130511:152906-003058,232.27655,-0.51599,20130511.34,18.81,1305110010834146582,yes,14658,no,2016-07-01,14658,yes,AGN," SDSS mag 21,3    ",CSS,0
2141,CSS130510:180246+373048,270.69353,37.51321,20130510.41,13.2,1305101380784129660,no,12966,no,2016-11-08,12966,yes,HPM, LHS_457      ,CSS,4
2142,CSS130510:175654+353051,269.22646000000003,35.51416,20130510.41,17.93,1305101350804157015,no,15701,no,2016-11-08,15701,yes,CV," mag 20,5     ",CSS,2
2143,CSS130510:172002+234451,260.0081,23.74759,20130510.38,18.39,1305101230864140095,yes,14009,yes,2016-10-30,14009,yes,SN," 2013cm SDSS mag 15,9   ",CSS,5
2144,CSS130509:165032+494344,252.63322000000002,49.72891,20130509.44,18.44,1305091490614141161,yes,14116,yes,2016-10-19,14116,yes,SN," SDSS mag 20,4    ",CSS,5
2145,CSS130509:123251+123111,188.21436,12.51982,20130509.16,18.54,1305091120664119543,yes,11954,yes,2016-07-13,11954,yes,Blazar," SDSS mag 19,4    ",CSS,1
2146,CSS130509:121714+121504,184.30848,12.25101,20130509.16,18.88,1305091120654118444,yes,11844,yes,2016-06-15,11844,yes,SN," SDSS mag 20,9    ",CSS,5
2148,CSS130509:145320+084832,223.33405,8.80883,20130509.36,20.11,1305091090794106174,yes,10617,yes,2016-07-09,10617,yes,SN, SDSS mag >22    ,CSS,5
2149,CSS130508:152429+483255,231.12114,48.5485,20130508.28,17.56,1305081490564112715,yes,11271,no,2016-07-09,11271,yes,SN," 2013ck SDSS mag 21,1   ",CSS,5
2150,CSS130508:102149+414425,155.45254,41.7404,20130508.21,19.29,1305081400434135498,yes,13549,no,2016-05-29,13549,yes,SN," SDSS mag 21,6    ",CSS,5
2151,CSS130508:094226+414711,145.60998999999998,41.78641,20130508.21,19.15,1305081400414136462,yes,13646,no,2016-11-07,13646,yes,SN," SDSS mag 21,2    ",CSS,5
2152,CSS130507:133555+443305,203.98064,44.55134,20130507.35,17.79,1305071430544135024,yes,13502,no,2016-07-10,13502,yes,HPM," mag 17,8     ",CSS,4
2153,CSS130507:143359+401423,218.49501,40.239740000000005,20130507.32,16.17,1305071400614115655,yes,11565,no,2016-07-12,11565,yes,SN," (Master) UGC_9379 mag 14,5   ",CSS,5
2155,CSS130507:213239+032135,323.16319,3.35961,20130507.43,17.96,1305071041154114511,yes,11451,no,2016-10-21,11451,yes,SN, SDSS mag >22    ,CSS,5
2156,CSS130505:125710+395426,194.28992,39.90724,20130505.17,19.12,1305051400544106365,yes,10636,no,2016-05-26,10636,yes,AGN," SDSS mag 20,5    ",CSS,0
2157,CSS130505:124141+344031,190.42234,34.67524,20130505.15,18.04,1305051350574113768,yes,11376,yes,2016-06-16,11376,yes,Blazar," SDSS mag 19,6    ",CSS,1
2158,CSS130505:141730+264458,214.37686000000002,26.74936,20130505.23,19.21,1305051260704123970,yes,12397,yes,2016-07-13,12397,yes,Blazar," SDSS mag 21,4    ",CSS,1
2159,CSS130505:165004+243347,252.51872999999998,24.56318,20130505.34,18.46,1305051230834148200,yes,14820,no,2016-10-12,14820,yes,CV," (spec) mag 20,9    ",CSS,2
2160,CSS130503:161932+244711,244.88164,24.78646,20130503.44,17.91,1305031230814133282,yes,13328,no,2016-09-25,13328,yes,SN," 2013cl 2MASS_161929 SDSS mag 14,5  ",CSS,5
2161,CSS130503:142513+155328,216.30616,15.89109,20130503.35,19.29,1305031150754125877,yes,12587,no,2016-07-10,12587,yes,AGN, SDSS mag 20    ,CSS,0
2162,CSS130503:130650+153433,196.71018999999998,15.57571,20130503.24,17.99,1305031150684122609,yes,12260,no,2016-07-13,12260,yes,SN," (spec) SDSS mag 19,9   ",CSS,5
2163,CSS130503:123822+143419,189.58965,14.57182,20130503.24,19.72,1305031150664107635,yes,10763,no,2016-07-13,10763,yes,AGN," SDSS mag 21,3    ",CSS,0
2164,CSS130503:145553+112816,223.97281,11.47115,20130503.38,15.56,1305031120794103182,yes,10318,no,2016-07-09,10318,yes,CV," SDSS mag 20,2    ",CSS,2
2165,CSS130503:104322-113714,160.84098999999998,-11.62063,20130503.15,20.02,1305030120574141454,no,14145,yes,2016-04-02,14145,yes,Unknown," mag 21,5     ",CSS,6
2166,CSS130502:115738+333229,179.40655,33.54138,20130502.24,18.17,1305021320554137855,yes,13785,no,2016-06-05,13785,yes,SN," (spec) SDSS mag 19,6   ",CSS,5
2167,CSS130502:114010+300146,175.04193,30.02937,20130502.21,17.11,1305021290554127838,yes,12783,no,2016-06-05,12783,yes,SN," (spec) SDSS mag 17,0   ",CSS,5
2168,CSS130502:110955+282701,167.47981000000001,28.450359999999996,20130502.21,19.59,1305021290534103755,yes,10375,no,2016-06-05,10375,yes,AGN," SDSS mag 20,6    ",CSS,0
2169,CSS130502:102512+302715,156.30132,30.454040000000003,20130502.18,17.75,1305021290504134160,yes,13416,no,2016-04-14,13416,yes,SN," (spec) SDSS mag 20,3   ",CSS,5
2171,CSS130502:101221+261141,153.08908,26.194679999999998,20130502.15,19.47,1305021260504113324,yes,11332,no,2016-11-10,11332,yes,AGN," SDSS mag 20,7    ",CSS,0
2173,CSS130501:093700+235557,144.25059,23.93244,20130501.16,18.85,1305011230484123632,yes,12363,no,2016-11-09,12363,yes,Blazar," SDSS mag 20,4    ",CSS,1
2174,CSS130501:100039+104524,150.16371999999998,10.75657,20130501.19,19.14,1305011090534133478,yes,13347,no,2016-06-02,13347,yes,SN," SDSS mag 20,5    ",CSS,5
2175,CSS130501:103334+071126,158.3919,7.190689999999999,20130501.22,18.68,1305011070564124203,yes,12420,no,2016-11-05,12420,yes,Blazar," SDSS mag 20,2    ",CSS,1
2176,CSS130501:124146-123709,190.44183,-12.61915,20130501.32,18.07,1305010120674124693,yes,12469,yes,2016-06-06,12469,yes,Flare," SDSS mag 22,8    ",CSS,3
2177,CSS130430:092711+160949,141.79541,16.163610000000002,20130430.2,18.38,1304301150494130354,yes,13035,yes,2016-11-02,13035,yes,Flare," mag 20,9     ",CSS,3
2179,CSS130429:075121+314655,117.83652,31.782,20130429.15,18.53,1304291320374114290,yes,11429,no,2016-10-31,11429,yes,CV," SDSS mag 22,3    ",CSS,2
2180,CSS130429:105929+123720,164.86881,12.62213,20130429.24,18.94,1304291120584117616,yes,11761,no,2016-06-14,11761,yes,SN, SDSS mag 20    ,CSS,5
2181,CSS130429:140715+090322,211.81232999999997,9.056189999999999,20130429.4,19.5,1304291090754107901,yes,10790,no,2016-07-04,10790,yes,SN," (spec) SDSS mag 21,5   ",CSS,5
2182,CSS130429:133013-083436,202.55281000000002,-8.57674,20130429.33,12.68,1304290090724141600,no,14160,no,2016-07-06,14160,yes,HPM, GJ_515      ,CSS,4
2183,CSS130422:165535-082353,253.89387999999997,-8.397960000000001,20130422.43,13.4,1304220070904105036,yes,10503,no,2016-08-30,10503,yes,HPM, GJ_644C      ,CSS,4
2184,CSS130421:172701+181421,261.75336,18.239160000000002,20130421.42,17.51,1304211180904145030,no,14503,no,2016-10-30,14503,yes,CV," mag 20,5     ",CSS,2
2185,CSS130421:171053+193038,257.72117000000003,19.51045,20130421.42,18.49,1304211180894173578,yes,17357,no,2016-10-31,17357,yes,AGN," SDSS mag 21,1    ",CSS,0
2186,CSS130421:145636+174410,224.1493,17.73624,20130421.34,16.25,1304211180774111949,yes,11194,yes,2016-07-10,11194,yes,SN," SDSS mag 17,3    ",CSS,5
2187,CSS130420:092816+442205,142.06746,44.3681,20130420.2,18.61,1304201430384224674,yes,22467,yes,2016-11-07,22467,yes,SN," SDSS mag 22,3    ",CSS,5
2188,CSS130419:125840+654716,194.66705,65.78785,20130419.36,18.96,1304191660304112684,yes,11268,no,2016-07-10,11268,yes,SN, (spec) SDSS mag >22   ,CSS,5
2190,CSS130419:102948+391613,157.44851,39.27016,20130419.19,18.7,1304191380464136324,yes,13632,no,2016-11-10,13632,yes,SN," SDSS mag 21,4    ",CSS,5
2191,CSS130419:154921+215432,237.33921,21.90897,20130419.45,19.5,1304191210804140558,yes,14055,no,2016-07-10,14055,yes,AGN," SDSS mag 20,8    ",CSS,0
2192,CSS130419:132918-121622,202.32696,-12.27287,20130419.33,16.57,1304190120714130429,no,13042,no,2016-06-05,13042,yes,CV, mag 20     ,CSS,2
2193,CSS130419:115930-105237,179.87468,-10.87685,20130419.26,19.73,1304190090644106628,no,10662,no,2016-06-06,10662,yes,SN, mag 23     ,CSS,5
2194,CSS130419:132151-025156,200.46074,-2.86556,20130419.38,19.29,1304190040724142741,yes,14274,no,2016-07-06,14274,yes,AGN," SDSS mag 21,3    ",CSS,0
2195,CSS130418:142115+613416,215.31304,61.571090000000005,20130418.38,18.27,1304181600404137815,yes,13781,no,2016-07-13,13781,yes,SN," (spec) SDSS mag 14,3   ",CSS,5
2196,CSS130418:084435+530431,131.14727,53.075309999999995,20130418.17,17.16,1304181520304134058,yes,13405,no,2016-11-08,13405,yes,CV," SDSS mag 21,9    ",CSS,2
2197,CSS130418:085631+433558,134.13013999999998,43.59957,20130418.16,13.97,1304181430364118904,yes,11890,no,2016-11-05,11890,yes,HPM, LHS_2074      ,CSS,4
2198,CSS130418:174033+414756,265.13932,41.79893,20130418.47,13.97,1304181400734166981,no,16698,no,2016-11-08,16698,yes,CV," (spec) mag 20,3    ",CSS,2
2199,CSS130418:171722+410400,259.34179,41.066720000000004,20130418.47,17.02,1304181400724141378,yes,14137,no,2016-10-09,14137,yes,SN," 2013bs NGC6343 SDSS mag 13,3  ",CSS,5
2200,CSS130418:154424-013927,236.09885,-1.65755,20130418.44,18.98,1304180010844125972,yes,12597,yes,2016-07-01,12597,yes,Flare, SDSS mag 23    ,CSS,3
2201,CSS130416:170209+551827,255.53578,55.30741,20130416.46,16.34,1304161550544133046,no,13304,no,2016-10-22,13304,yes,CV," mag 18,9     ",CSS,2
2204,CSS130416:173015+335636,262.56264,33.94331,20130416.41,18.25,1304161350784103276,yes,10327,yes,2016-11-08,10327,yes,SN," SDSS mag 22,3    ",CSS,5
2205,CSS130416:110937+271144,167.40288999999999,27.1956,20130416.3,18.69,1304161260544128382,yes,12838,yes,2016-06-16,12838,yes,SN," SDSS mag 21,2    ",CSS,5
2206,CSS130416:110329+210304,165.87028999999998,21.05116,20130416.31,19.31,1304161210564119965,yes,11996,no,2016-06-16,11996,yes,SN, SDSS mag >22    ,CSS,5
2207,CSS130416:105030+204941,162.62312,20.828,20130416.31,18.86,1304161210554115579,yes,11557,yes,2016-06-16,11557,yes,SN," SDSS mag 22,6    ",CSS,5
2208,CSS130415:114802+543439,177.00843999999998,54.577380000000005,20130415.33,17.78,1304151550384115667,yes,11566,no,2016-06-15,11566,yes,SN," 2013bn SDSS mag 20,0   ",CSS,5
2209,CSS130415:120802+493640,182.00673,49.61118,20130415.33,19.89,1304151490444125243,yes,12524,yes,2016-05-30,12524,yes,Unknown," SDSS mag 20,5    ",CSS,6
2210,CSS130415:151253+451959,228.22149,45.33307,20130415.43,18.68,1304151460584103642,yes,10364,no,2016-07-12,10364,yes,AGN," SDSS mag 19,8    ",CSS,0
2211,CSS130415:142055+474231,215.23082000000002,47.70862,20130415.39,13.75,1304151460544143236,yes,14323,no,2016-07-07,14323,yes,HPM, LHS_2898      ,CSS,4
2212,CSS130415:125053+474314,192.72061000000002,47.72052,20130415.36,19.66,1304151460494144378,yes,14437,no,2016-07-10,14437,yes,AGN," SDSS mag 21,6    ",CSS,0
2213,CSS130415:130138+462826,195.40768,46.47377,20130415.36,18.06,1304151460494122412,yes,12241,no,2016-07-10,12241,yes,AGN," SDSS mag 18,7    ",CSS,0
2214,CSS130415:131729+424430,199.37163999999999,42.74157,20130415.36,17.58,1304151430534106204,yes,10620,no,2016-07-10,10620,yes,SN," 2013bo SDSS mag 20,1   ",CSS,5
2215,CSS130415:130408+435408,196.03519,43.90214,20130415.36,18.07,1304151430524125462,yes,12546,no,2016-07-10,12546,yes,SN," 2013bq SDSS mag 19,2   ",CSS,5
2217,CSS130415:121905+422454,184.77034,42.41496,20130415.33,18.4,1304151430494101547,yes,10154,no,2016-06-13,10154,yes,SN," 2013bp SDSS mag 20,8   ",CSS,5
2218,CSS130415:122146+095146,185.44082,9.86266,20130415.22,19.72,1304151090664124031,yes,12403,yes,2016-05-26,12403,yes,Unknown, SDSS mag >22    ,CSS,6
2219,CSS130415:083751+063634,129.46131,6.6095,20130415.18,19.3,1304151070464118026,yes,11802,no,2016-11-09,11802,yes,AGN," SDSS mag 21,1    ",CSS,0
2220,CSS130414:125147+410301,192.94498000000002,41.050270000000005,20130414.36,19.08,1304141400544127648,yes,12764,no,2016-05-26,12764,yes,CV," (spec) SDSS mag 22,5   ",CSS,2
2221,CSS130414:165214+360110,253.05717,36.01952,20130414.38,18.46,1304141350754151399,yes,15139,yes,2016-10-18,15139,yes,SN," SDSS mag 20,8    ",CSS,5
2222,CSS130414:092443+131450,141.17728,13.2473,20130414.17,18.77,1304141120504133862,yes,13386,yes,2016-11-09,13386,yes,SN," (MLS130406) SDSS mag 22,0   ",CSS,5
2223,CSS130414:112131-033103,170.37866,-3.5174300000000005,20130414.21,18.22,1304140040614129121,yes,12912,no,2016-06-06,12912,yes,SN," 2013br SDSS mag 19,3   ",CSS,5
2224,CSS130413:130441+315257,196.17112,31.8824,20130413.27,19.08,1304131320603113558,yes,11355,no,2016-04-26,11355,yes,SN," SDSS mag 20,5    ",CSS,5
2225,CSS130413:132351+301436,200.96375,30.243440000000003,20130413.27,18.19,1304131290643133214,yes,13321,no,2016-07-14,13321,yes,HPM, 2MASSI_J13235      ,CSS,4
2227,CSS130412:132908+264424,202.28332,26.74005,20130412.23,19.46,1304121260664120602,yes,12060,no,2016-07-14,12060,yes,SN," SDSS mag 22,2    ",CSS,5
2228,CSS130412:130317+260315,195.82068999999998,26.05414,20130412.23,18.04,1304121260644109524,yes,10952,no,2016-07-11,10952,yes,HPM, WD_1300+263 mag 18    ,CSS,4
2229,CSS130412:122129+251606,185.36932,25.26845,20130412.26,16.83,1304121230614134803,yes,13480,no,2016-06-14,13480,yes,Flare," SDSS mag 20,3    ",CSS,3
2230,CSS130411:081539+243717,123.91089,24.62151,20130411.14,17.83,1304111230414140313,yes,14031,no,2016-11-05,14031,yes,Flare," SDSS mag 19,0    ",CSS,3
2231,CSS130411:113929+170815,174.8703,17.13738,20130411.23,19.02,1304111180604104701,yes,10470,no,2016-06-14,10470,yes,SN," SDSS mag >22,5    ",CSS,5
2232,CSS130411:113508+120950,173.78305,12.1639,20130411.21,19.92,1304111120614116422,yes,11642,no,2016-06-14,11642,yes,AGN," SDSS mag 20,8    ",CSS,0
2233,CSS130411:110714+133336,166.80663,13.560039999999999,20130411.19,16.22,1304111120594139528,yes,13952,no,2016-06-14,13952,yes,CV," SDSS mag 21,7    ",CSS,2
2234,CSS130411:115316+093642,178.31779,9.6118,20130411.25,20.17,1304111090634120338,yes,12033,no,2016-06-15,12033,yes,Flare," SDSS mag 22,8    ",CSS,3
2235,CSS130411:114458+092020,176.24317,9.33887,20130411.25,19.16,1304111090634115957,yes,11595,no,2016-06-15,11595,yes,SN, SDSS mag >22    ,CSS,5
2237,CSS130410:143507+165349,218.78099,16.896929999999998,20130410.46,13.83,1304101150764142626,yes,14262,no,2016-07-10,14262,yes,HPM, LHS_376      ,CSS,4
2238,CSS130410:135256+123859,208.2317,12.64968,20130410.39,19.01,1304101120734121399,yes,12139,yes,2016-07-04,12139,yes,Flare," SDSS mag 23,3    ",CSS,3
2239,CSS130410:152750+084408,231.95822,8.73542,20130410.45,18.65,1304101090824105434,yes,10543,no,2016-07-07,10543,yes,AGN," SDSS mag 20,1    ",CSS,0
2240,CSS130410:150839+085809,227.16302000000002,8.96926,20130410.45,18.8,1304101090814108983,yes,10898,yes,2016-07-07,10898,yes,SN," SDSS mag 20,6    ",CSS,5
2241,CSS130408:155155+300723,237.97952,30.122970000000002,20130408.34,18.54,1304081290754138475,yes,13847,no,2016-07-15,13847,yes,AGN," SDSS mag 18,9    ",CSS,0
2242,CSS130408:150833+272647,227.13679,27.44646,20130408.34,18.99,1304081260744138781,yes,13878,no,2016-07-11,13878,yes,AGN," SDSS mag 20,3    ",CSS,0
2243,CSS130406:143559+303527,218.99511,30.590870000000002,20130406.38,19.23,1304061290694140971,yes,14097,no,2016-07-12,14097,yes,AGN," SDSS mag 20,1    ",CSS,0
2244,CSS130406:144217+235124,220.56918,23.85671,20130406.38,19.5,1304061230734125608,yes,12560,yes,2016-07-13,12560,yes,SN," SDSS mag 21,8    ",CSS,5
2245,CSS130406:123536+195616,188.89997,19.93781,20130406.26,20.0,1304061210644103282,yes,10328,yes,2016-07-11,10328,yes,Blazar," SDSS mag 22,1    ",CSS,1
2246,CSS130406:121100+152752,182.7486,15.4645,20130406.3,19.73,1304061150634123862,yes,12386,no,2016-07-11,12386,yes,AGN," SDSS mag 20,7    ",CSS,0
2247,CSS130406:121306+105256,183.277,10.88221,20130406.3,19.68,1304061090654140277,yes,14027,no,2016-06-15,14027,yes,AGN," SDSS mag 21,8    ",CSS,0
2248,CSS130404:134110+300129,205.29119,30.0246,20130404.35,14.28,1304041290654130369,yes,13036,no,2016-07-14,13036,yes,HPM, LHS_358      ,CSS,4
2249,CSS130404:125915+281931,194.81136999999998,28.3252,20130404.3,19.06,1304041290624102229,yes,10222,yes,2016-07-11,10222,yes,SN," SDSS mag 21,1    ",CSS,5
2250,CSS130404:124058+301313,190.24186,30.220409999999998,20130404.28,19.42,1304041290604129569,yes,12956,no,2016-07-11,12956,yes,AGN," SDSS mag 21,4    ",CSS,0
2253,CSS130403:075819+262406,119.57998,26.401529999999998,20130403.16,18.34,1304031260394120564,yes,12056,no,2016-10-31,12056,yes,SN," SDSS 16,7     ",CSS,5
2254,CSS130403:150653+132106,226.7222,13.351729999999998,20130403.45,18.39,1304031120804136660,yes,13666,no,2016-07-09,13666,yes,HPM, 2MASS_J15065      ,CSS,4
2255,CSS130403:143242+120535,218.1754,12.09303,20130403.43,17.27,1304031120774114435,yes,11443,no,2016-07-09,11443,yes,Flare," SDSS mag 19,5    ",CSS,3
2257,CSS130403:150213+103846,225.55455,10.64601,20130403.41,18.49,1304031090804140600,yes,14060,no,2016-07-09,14060,yes,SN," 2013bh SDSS mag 17,3   ",CSS,5
2259,CSS130401:173433+434219,263.63547,43.70525,20130401.49,18.45,1304011430704131751,yes,13175,no,2016-10-05,13175,yes,SN," SDSS mag >21,5    ",CSS,5
2260,CSS130401:125031+090817,192.63085,9.13805,20130401.29,19.33,1304011090684111068,yes,11106,no,2016-05-26,11106,yes,SN," (spec) SDSS mag >21,5   ",CSS,5
2263,CSS130401:133629+034031,204.11903,3.67533,20130401.32,14.39,1304011040734113603,yes,11360,no,2016-06-05,11360,yes,HPM, GJ_518      ,CSS,4
2264,CSS130331:155853+581902,239.72062000000003,58.31718000000001,20130331.46,14.18,1303311570484131030,yes,13103,no,2016-07-09,13103,yes,HPM, LHS_3139      ,CSS,4
2265,CSS130331:152123+554519,230.34627000000003,55.755309999999994,20130331.41,18.16,1303311550494131001,yes,13100,yes,2016-07-12,13100,yes,Blazar," SDSS mag 19,4    ",CSS,1
2266,CSS130324:090544+673337,136.43526,67.56025,20130324.19,13.78,1303241660214135267,no,13526,no,2016-11-09,13526,yes,HPM, LHS_2102      ,CSS,4
2267,CSS130324:165236+460515,253.15116,46.08749,20130324.45,16.92,1303241460644117054,yes,11705,no,2016-10-20,11705,yes,CV," (Master) SDSS mag 21,9   ",CSS,2
2268,CSS130324:152808+460030,232.03276,46.00832,20130324.39,18.79,1303241460584112024,yes,11202,no,2016-07-12,11202,yes,SN," SDSS mag 21,1    ",CSS,5
2269,CSS130324:150904+465057,227.26557999999997,46.84929,20130324.38,17.67,1303241460574123435,yes,12343,yes,2016-07-12,12343,yes,CV," eclipsing? SDSS mag 20,7   ",CSS,2
2270,CSS130324:142039+460231,215.16076,46.04204,20130324.47,13.61,1303241460544112317,yes,11231,no,2016-07-07,11231,yes,HPM, LHS_2897      ,CSS,4
2271,CSS130324:141458+445025,213.74298,44.8403,20130324.48,18.9,1303241430574136850,yes,13685,no,2016-07-14,13685,yes,SN," SDSS mag 21,6    ",CSS,5
2272,CSS130324:141116+393637,212.81781,39.61034,20130324.35,19.42,1303241400594101724,yes,10172,no,2016-07-14,10172,yes,HPM, 2MASS_J141117      ,CSS,4
